"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] SongNameComparatorRemoveBrackets record1Value","[0] SongNameComparatorRemoveBrackets record2Value","[0] SongNameComparatorRemoveBrackets record1PreprocessedValue","[0] SongNameComparatorRemoveBrackets record2PreprocessedValue","[0] SongNameComparatorRemoveBrackets similarity","[0] SongNameComparatorRemoveBrackets postproccesedSimilarity","[1] SongNameComparatorLevenshtein record1Value","[1] SongNameComparatorLevenshtein record2Value","[1] SongNameComparatorLevenshtein record1PreprocessedValue","[1] SongNameComparatorLevenshtein record2PreprocessedValue","[1] SongNameComparatorLevenshtein similarity","[1] SongNameComparatorLevenshtein postproccesedSimilarity","[2] SongArtistsComparatorToken record1Value","[2] SongArtistsComparatorToken record2Value","[2] SongArtistsComparatorToken record1PreprocessedValue","[2] SongArtistsComparatorToken record2PreprocessedValue","[2] SongArtistsComparatorToken similarity","[2] SongArtistsComparatorToken postproccesedSimilarity","[3] SongArtistsComparatorLevenshtein record1Value","[3] SongArtistsComparatorLevenshtein record2Value","[3] SongArtistsComparatorLevenshtein record1PreprocessedValue","[3] SongArtistsComparatorLevenshtein record2PreprocessedValue","[3] SongArtistsComparatorLevenshtein similarity","[3] SongArtistsComparatorLevenshtein postproccesedSimilarity","[4] SongAlbumComparatorMaxSim record1Value","[4] SongAlbumComparatorMaxSim record2Value","[4] SongAlbumComparatorMaxSim record1PreprocessedValue","[4] SongAlbumComparatorMaxSim record2PreprocessedValue","[4] SongAlbumComparatorMaxSim similarity","[4] SongAlbumComparatorMaxSim postproccesedSimilarity","[5] SongAlbumComparatorToken record1Value","[5] SongAlbumComparatorToken record2Value","[5] SongAlbumComparatorToken record1PreprocessedValue","[5] SongAlbumComparatorToken record2PreprocessedValue","[5] SongAlbumComparatorToken similarity","[5] SongAlbumComparatorToken postproccesedSimilarity"
"WekaMatchingRule","dbpedia_3195","musicbrainz_27628","0.001666684658250524",,"All This Way","All the Beautiful People","All This Way","All the Beautiful People","0.33333333333333337","0.33333333333333337","All This Way","All the Beautiful People","All This Way","All the Beautiful People","0.33333333333333337","0.33333333333333337","amanda fondell","rooney","amanda fondell","rooney","0.0","0.0","Amanda Fondell","Rooney","Amanda Fondell","Rooney","0.2142857142857143","0.2142857142857143","all this way,my versions","washed away","all this way,my versions","washed away","0.0","0.0","all this way,my versions","washed away","all this way,my versions","washed away","0.0","0.0"
"WekaMatchingRule","dbpedia_11097","musicbrainz_4195","8.979052492629889E-4",,"This Is War ","The Informer","This Is War ","The Informer","0.25","0.25","This Is War (song)","The Informer","This Is War (song)","The Informer","0.2777777777777778","0.2777777777777778","thirty seconds to mars","david bowie","thirty seconds to mars","david bowie","0.0","0.0","Thirty Seconds to Mars","David Bowie","Thirty Seconds to Mars","David Bowie","0.13636363636363635","0.13636363636363635","this is war","the next day extra","this is war","the next day extra","0.0","0.0","this is war","the next day extra","this is war","the next day extra","0.0","0.0"
"WekaMatchingRule","dbpedia_1695","musicbrainz_3152","0.0013779167127656612",,"Mister ","Miss Disarray","Mister ","Miss Disarray","0.3076923076923077","0.3076923076923077","Mister (song)","Miss Disarray","Mister (song)","Miss Disarray","0.23076923076923073","0.23076923076923073","kara","gin blossoms","kara","gin blossoms","0.0","0.0","Kara","Gin Blossoms","Kara","Gin Blossoms","0.0","0.0","revolution","no chocolate cake","revolution","no chocolate cake","0.0","0.0","revolution","no chocolate cake","revolution","no chocolate cake","0.0","0.0"
"WekaMatchingRule","dbpedia_38","musicbrainz_31006",,"0","Spike in My Veins","Chaos Lives in Everything","Spike in My Veins","Chaos Lives in Everything","0.36","0.36","Spike in My Veins","Chaos Lives in Everything","Spike in My Veins","Chaos Lives in Everything","0.36","0.36","korn","korn","korn","korn","1.0","1.0","Korn","Korn","Korn","Korn","1.0","1.0","the paradigm shift","the path of totality","the paradigm shift","the path of totality","0.0","0.0","the paradigm shift","the path of totality","the paradigm shift","the path of totality","0.16666666666666666","0.16666666666666666"
"WekaMatchingRule","dbpedia_5588","musicbrainz_23639","5.200911984427032E-4",,"Dessert ","Death of a Clown ","Dessert ","Death of a Clown ","0.17647058823529416","0.17647058823529416","Dessert (song)","Death of a Clown (BBC version)","Dessert (song)","Death of a Clown (BBC version)","0.23333333333333328","0.23333333333333328","dawin","the kinks","dawin","the kinks","0.0","0.0","Dawin","The Kinks","Dawin","The Kinks","0.2222222222222222","0.2222222222222222",,,,,,,"","something else by the kinks","","something else by the kinks","0.0","0.0"
"WekaMatchingRule","dbpedia_4174","musicbrainz_27059","7.305515048156064E-4",,"Antidote ","And It’s Beautiful","Antidote ","And It’s Beautiful","0.2222222222222222","0.2222222222222222","Antidote (Travis Scott song)","And It’s Beautiful","Antidote (Travis Scott song)","And It’s Beautiful","0.2857142857142857","0.2857142857142857","travis scott","crash test dummies","travis scott","crash test dummies","0.0","0.0","Travis Scott","Crash Test Dummies","Travis Scott","Crash Test Dummies","0.2222222222222222","0.2222222222222222","rodeo","oooh la-la!","rodeo","oooh la-la!","0.0","0.0","rodeo","oooh la-la!","rodeo","oooh la-la!","0.0","0.0"
"WekaMatchingRule","dbpedia_5421","musicbrainz_17406","4.3963716493154167E-4",,"Alérgico","All the Same ","Alérgico","All the Same ","0.15384615384615385","0.15384615384615385","Alérgico","All the Same (unplugged)","Alérgico","All the Same (unplugged)","0.125","0.125","anahí","sick puppies","anahí","sick puppies","0.0","0.0","Anahí","Sick Puppies","Anahí","Sick Puppies","0.0","0.0","mi delirio","tri-polar","mi delirio","tri-polar","0.0","0.0","mi delirio","tri-polar","mi delirio","tri-polar","0.0","0.0"
"WekaMatchingRule","dbpedia_8974","musicbrainz_25143",,"0","Fruitcake ","He's Seventeen ","Fruitcake ","He's Seventeen ","0.1333333333333333","0.1333333333333333","Fruitcake (song)","He's Seventeen (mono)","Fruitcake (song)","He's Seventeen (mono)","0.2857142857142857","0.2857142857142857","the superions","the supremes","the superions","the supremes","0.3333333333333333","0.3333333333333333","The Superions","The Supremes","The Superions","The Supremes","0.6923076923076923","0.6923076923076923","the superions","meet the supremes","the superions","meet the supremes","0.0","0.0","the superions","meet the supremes","the superions","meet the supremes","0.25","0.25"
"WekaMatchingRule","dbpedia_7012","musicbrainz_27156","0.01298452137894895",,"I'll Be in the Sky","I'll Be There ","I'll Be in the Sky","I'll Be There ","0.6111111111111112","0.6111111111111112","I'll Be in the Sky","I'll Be There (karaoke)","I'll Be in the Sky","I'll Be There (karaoke)","0.4347826086956522","0.4347826086956522","b.o.b","the jackson 5","b.o.b","the jackson 5","0.0","0.0","B.o.B","The Jackson 5","B.o.B","The Jackson 5","0.07692307692307687","0.07692307692307687","b.o.b presents: the adventures of bobby ray","j is for jackson 5","b.o.b presents: the adventures of bobby ray","j is for jackson 5","0.0","0.0","b.o.b presents: the adventures of bobby ray","j is for jackson 5","b.o.b presents: the adventures of bobby ray","j is for jackson 5","0.0","0.0"
"WekaMatchingRule","dbpedia_6455","musicbrainz_14579","0.9360961624941305","1","Love Illumination","Love Illumination","Love Illumination","Love Illumination","1.0","1.0","Love Illumination","Love Illumination","Love Illumination","Love Illumination","1.0","1.0","franz ferdinand","franz ferdinand","franz ferdinand","franz ferdinand","1.0","1.0","Franz Ferdinand","Franz Ferdinand","Franz Ferdinand","Franz Ferdinand","1.0","1.0","right thoughts, right words, right action","right thoughts, right words, right action,3fm: 36 serious tracks","right thoughts, right words, right action","right thoughts, right words, right action,3fm: 36 serious tracks","1.0","1.0","right thoughts, right words, right action","right thoughts, right words, right action,3fm: 36 serious tracks","right thoughts, right words, right action","right thoughts, right words, right action,3fm: 36 serious tracks","0.4444444444444444","0.4444444444444444"
"WekaMatchingRule","dbpedia_8364","musicbrainz_13091","0.0020867637641201384",,"Summertime ","Surfer Girl","Summertime ","Surfer Girl","0.36363636363636365","0.36363636363636365","Summertime (Selah Sue song)","Surfer Girl","Summertime (Selah Sue song)","Surfer Girl","0.2222222222222222","0.2222222222222222","selah sue","the beach boys","selah sue","the beach boys","0.0","0.0","Selah Sue","The Beach Boys","Selah Sue","The Beach Boys","0.2857142857142857","0.2857142857142857","selah sue","surfer girl","selah sue","surfer girl","0.0","0.0","selah sue","surfer girl","selah sue","surfer girl","0.0","0.0"
"WekaMatchingRule","dbpedia_10045","musicbrainz_452","0.001988649648300793",,"Save Dat Money","Savannah","Save Dat Money","Savannah","0.3571428571428571","0.3571428571428571","Save Dat Money","Savannah","Save Dat Money","Savannah","0.3571428571428571","0.3571428571428571","rich homie quan","robyn hitchcock","rich homie quan","robyn hitchcock","0.0","0.0","Rich Homie Quan","Robyn Hitchcock","Rich Homie Quan","Robyn Hitchcock","0.1333333333333333","0.1333333333333333","professional rapper","tromsø, kaptein","professional rapper","tromsø, kaptein","0.0","0.0","professional rapper","tromsø, kaptein","professional rapper","tromsø, kaptein","0.0","0.0"
"WekaMatchingRule","dbpedia_1956","musicbrainz_27966","5.850127586217097E-4",,"This Is What It Feels Like","The Loving ","This Is What It Feels Like","The Loving ","0.1923076923076923","0.1923076923076923","This Is What It Feels Like","The Loving (demo / work tape)","This Is What It Feels Like","The Loving (demo / work tape)","0.2068965517241379","0.2068965517241379","jason benoit","xtc","jason benoit","xtc","0.0","0.0","Jason Benoit","XTC","Jason Benoit","XTC","0.0","0.0","intense","oranges & lemons","intense","oranges & lemons","0.0","0.0","intense","oranges & lemons","intense","oranges & lemons","0.0","0.0"
"WekaMatchingRule","dbpedia_4360","musicbrainz_21981","0.002732469600269669",,"The Yabba","The Howler","The Yabba","The Howler","0.4","0.4","The Yabba","The Howler","The Yabba","The Howler","0.4","0.4","battles","king crimson","battles","king crimson","0.0","0.0","Battles","King Crimson","Battles","King Crimson","0.08333333333333337","0.08333333333333337","la di da di","beat","la di da di","beat","0.0","0.0","la di da di","beat","la di da di","beat","0.0","0.0"
"WekaMatchingRule","dbpedia_5567","musicbrainz_13269","0.002732469600269669",,"Show Me ","Shelter Me","Show Me ","Shelter Me","0.4","0.4","Show Me (Kid Ink song)","Shelter Me","Show Me (Kid Ink song)","Shelter Me","0.18181818181818177","0.18181818181818177","kid ink","fates warning","kid ink","fates warning","0.0","0.0","Kid Ink","Fates Warning","Kid Ink","Fates Warning","0.23076923076923073","0.23076923076923073","my own lane","inside out","my own lane","inside out","0.0","0.0","my own lane","inside out","my own lane","inside out","0.0","0.0"
"WekaMatchingRule","dbpedia_302","musicbrainz_10329","0.0016016351715571857",,"Come a Little Closer ","Colin’s Song","Come a Little Closer ","Colin’s Song","0.2857142857142857","0.2857142857142857","Come a Little Closer (Cage the Elephant song)","Colin’s Song","Come a Little Closer (Cage the Elephant song)","Colin’s Song","0.2222222222222222","0.2222222222222222","cage the elephant","the mowgli’s","cage the elephant","the mowgli’s","0.2","0.2","Cage the Elephant","The Mowgli’s","Cage the Elephant","The Mowgli’s","0.23529411764705888","0.23529411764705888","melophobia","sound the drum","melophobia","sound the drum","0.0","0.0","melophobia","sound the drum","melophobia","sound the drum","0.0","0.0"
"WekaMatchingRule","dbpedia_5701","musicbrainz_21459","6.887379877373776E-4",,"The Words That Maketh Murder","Think I'm Gonna Change ","The Words That Maketh Murder","Think I'm Gonna Change ","0.2142857142857143","0.2142857142857143","The Words That Maketh Murder","Think I'm Gonna Change (Home Demo)","The Words That Maketh Murder","Think I'm Gonna Change (Home Demo)","0.2941176470588235","0.2941176470588235","pj harvey","crowded house","pj harvey","crowded house","0.0","0.0","PJ Harvey","Crowded House","PJ Harvey","Crowded House","0.15384615384615385","0.15384615384615385","let england shake","temple of low men","let england shake","temple of low men","0.0","0.0","let england shake","temple of low men","let england shake","temple of low men","0.0","0.0"
"WekaMatchingRule","dbpedia_4033","musicbrainz_1880","0.0010629448617489271",,"Triumphant ","Tracks","Triumphant ","Tracks","0.2727272727272727","0.2727272727272727","Triumphant (Get 'Em)","Tracks","Triumphant (Get 'Em)","Tracks","0.15000000000000002","0.15000000000000002","mariah carey","juliana hatfield","mariah carey","juliana hatfield","0.0","0.0","Mariah Carey","Juliana Hatfield","Mariah Carey","Juliana Hatfield","0.3125","0.3125",,,,,,,"","wild animals","","wild animals","0.0","0.0"
"WekaMatchingRule","dbpedia_4984","musicbrainz_22479","0.19140981373695762","0","Satellite ","Satellite ","Satellite ","Satellite ","1.0","1.0","Satellite (Rise Against song)","Satellite (Out of Oribit dub)","Satellite (Rise Against song)","Satellite (Out of Oribit dub)","0.48275862068965514","0.48275862068965514","rise against","the kills","rise against","the kills","0.0","0.0","Rise Against","The Kills","Rise Against","The Kills","0.25","0.25","endgame","blood pressures","endgame","blood pressures","0.0","0.0","endgame","blood pressures","endgame","blood pressures","0.0","0.0"
"WekaMatchingRule","dbpedia_4969","musicbrainz_16872","0.0014632527544969315",,"La Belle Epoque ","Ladies of the Road ","La Belle Epoque ","Ladies of the Road ","0.3157894736842105","0.3157894736842105","La Belle Epoque (Kent song)","Ladies of the Road (2010 stereo mix)","La Belle Epoque (Kent song)","Ladies of the Road (2010 stereo mix)","0.3055555555555556","0.3055555555555556","kent","king crimson","kent","king crimson","0.0","0.0","Kent","King Crimson","Kent","King Crimson","0.16666666666666663","0.16666666666666663","tigerdrottningen","islands","tigerdrottningen","islands","0.0","0.0","tigerdrottningen","islands","tigerdrottningen","islands","0.0","0.0"
"WekaMatchingRule","dbpedia_2857","musicbrainz_24439","5.411649178926235E-4",,"Holding On ","Hot Tubes","Holding On ","Hot Tubes","0.18181818181818177","0.18181818181818177","Holding On (Disclosure song)","Hot Tubes","Holding On (Disclosure song)","Hot Tubes","0.2142857142857143","0.2142857142857143","disclosure","superchunk","disclosure","superchunk","0.0","0.0","Disclosure","Superchunk","Disclosure","Superchunk","0.09999999999999998","0.09999999999999998","caracal","majesty shredding","caracal","majesty shredding","0.0","0.0","caracal","majesty shredding","caracal","majesty shredding","0.0","0.0"
"WekaMatchingRule","dbpedia_5523","musicbrainz_26534","0.002162135979736689",,"When the Music Dies","When Fever Breaks","When the Music Dies","When Fever Breaks","0.368421052631579","0.368421052631579","When the Music Dies","When Fever Breaks","When the Music Dies","When Fever Breaks","0.368421052631579","0.368421052631579","sabina babayeva","emilíana torrini","sabina babayeva","emilíana torrini","0.0","0.0","Sabina Babayeva","Emilíana Torrini","Sabina Babayeva","Emilíana Torrini","0.125","0.125",,,,,,,"","tookah","","tookah","0.0","0.0"
"WekaMatchingRule","dbpedia_7425","musicbrainz_6512","8.979052492629889E-4",,"Little Yellow Blanket","Light a Roman Candle With Me","Little Yellow Blanket","Light a Roman Candle With Me","0.25","0.25","Little Yellow Blanket","Light a Roman Candle With Me","Little Yellow Blanket","Light a Roman Candle With Me","0.25","0.25","dean brody","fun.","dean brody","fun.","0.0","0.0","Dean Brody","fun.","Dean Brody","fun.","0.09999999999999998","0.09999999999999998","trail in life","aim and ignite","trail in life","aim and ignite","0.0","0.0","trail in life","aim and ignite","trail in life","aim and ignite","0.0","0.0"
"WekaMatchingRule","dbpedia_5481","musicbrainz_24865","4.0517485361487096E-4",,"Sognu","Something for the Rest of Us","Sognu","Something for the Rest of Us","0.1428571428571429","0.1428571428571429","Sognu","Something for the Rest of Us","Sognu","Something for the Rest of Us","0.1428571428571429","0.1428571428571429","amaury vassili","goo goo dolls","amaury vassili","goo goo dolls","0.0","0.0","Amaury Vassili","Goo Goo Dolls","Amaury Vassili","Goo Goo Dolls","0.0714285714285714","0.0714285714285714",,,,,,,"","something for the rest of us","","something for the rest of us","0.0","0.0"
"WekaMatchingRule","dbpedia_2075","musicbrainz_6949","0.5322456488462107","1","Came Back Haunted","Came Back Haunted","Came Back Haunted","Came Back Haunted","1.0","1.0","Came Back Haunted","Came Back Haunted","Came Back Haunted","Came Back Haunted","1.0","1.0","nine inch nails","nine inch nails","nine inch nails","nine inch nails","1.0","1.0","Nine Inch Nails","Nine Inch Nails","Nine Inch Nails","Nine Inch Nails","1.0","1.0","hesitation marks","hesitation marks (audiophile mastered version)","hesitation marks","hesitation marks (audiophile mastered version)","0.0","0.0","hesitation marks","hesitation marks (audiophile mastered version)","hesitation marks","hesitation marks (audiophile mastered version)","0.4","0.4"
"WekaMatchingRule","dbpedia_2989","musicbrainz_9515","0.001988649648300793",,"All Cried Out ","All or Nothing","All Cried Out ","All or Nothing","0.3571428571428571","0.3571428571428571","All Cried Out (Blonde song)","All or Nothing","All Cried Out (Blonde song)","All or Nothing","0.33333333333333337","0.33333333333333337","blonde","mutemath","blonde","mutemath","0.0","0.0","Blonde","MUTEMATH","Blonde","MUTEMATH","0.0","0.0",,,,,,,"","odd soul","","odd soul","0.0","0.0"
"WekaMatchingRule","dbpedia_7828","musicbrainz_13254","5.200911984427032E-4",,"Frisky ","From the Rooftops","Frisky ","From the Rooftops","0.17647058823529416","0.17647058823529416","Frisky (song)","From the Rooftops","Frisky (song)","From the Rooftops","0.23529411764705888","0.23529411764705888","tinie tempah","fates warning","tinie tempah","fates warning","0.0","0.0","Tinie Tempah","Fates Warning","Tinie Tempah","Fates Warning","0.07692307692307687","0.07692307692307687","disc-overy","theories of flight","disc-overy","theories of flight","0.0","0.0","disc-overy","theories of flight","disc-overy","theories of flight","0.0","0.0"
"WekaMatchingRule","dbpedia_9391","musicbrainz_10431","5.00973517221494E-4",,"I Need ","Introduction〜Where idiot should go〜","I Need ","Introduction〜Where idiot should go〜","0.17142857142857137","0.17142857142857137","I Need (Maverick Sabre song)","Introduction〜Where idiot should go〜","I Need (Maverick Sabre song)","Introduction〜Where idiot should go〜","0.19999999999999996","0.19999999999999996","maverick sabre","one ok rock","maverick sabre","one ok rock","0.0","0.0","Maverick Sabre","ONE OK ROCK","Maverick Sabre","ONE OK ROCK","0.2142857142857143","0.2142857142857143","lonely are the brave","人生×僕=","lonely are the brave","人生×僕=","0.0","0.0","lonely are the brave","人生×僕=","lonely are the brave","人生×僕=","0.0","0.0"
"WekaMatchingRule","dbpedia_3347","musicbrainz_2048","0.9360961624941305","1","I Bet My Life","I Bet My Life","I Bet My Life","I Bet My Life","1.0","1.0","I Bet My Life","I Bet My Life","I Bet My Life","I Bet My Life","1.0","1.0","imagine dragons","imagine dragons","imagine dragons","imagine dragons","1.0","1.0","Imagine Dragons","Imagine Dragons","Imagine Dragons","Imagine Dragons","1.0","1.0","smoke + mirrors","smoke + mirrors,now 24","smoke + mirrors","smoke + mirrors,now 24","1.0","1.0","smoke + mirrors","smoke + mirrors,now 24","smoke + mirrors","smoke + mirrors,now 24","0.5","0.5"
"WekaMatchingRule","dbpedia_554","musicbrainz_33250","0.9360961624941305","1","Battle in Me","Battle in Me","Battle in Me","Battle in Me","1.0","1.0","Battle in Me","Battle in Me","Battle in Me","Battle in Me","1.0","1.0","garbage","garbage","garbage","garbage","1.0","1.0","Garbage","Garbage","Garbage","Garbage","1.0","1.0","not your kind of people","not your kind of people","not your kind of people","not your kind of people","1.0","1.0","not your kind of people","not your kind of people","not your kind of people","not your kind of people","1.0","1.0"
"WekaMatchingRule","dbpedia_530","musicbrainz_15845","6.887379877373776E-4",,"Algo pequeñito","Alive","Algo pequeñito","Alive","0.2142857142857143","0.2142857142857143","Algo pequeñito","Alive","Algo pequeñito","Alive","0.2142857142857143","0.2142857142857143","daniel diges","empire of the sun","daniel diges","empire of the sun","0.0","0.0","Daniel Diges","Empire of the Sun","Daniel Diges","Empire of the Sun","0.23529411764705888","0.23529411764705888","daniel diges","clarity,ice on the dune","daniel diges","clarity,ice on the dune","0.0","0.0","daniel diges","clarity,ice on the dune","daniel diges","clarity,ice on the dune","0.0","0.0"
"WekaMatchingRule","dbpedia_9612","musicbrainz_9519","0.0014279663201672934",,"Watching Movies","Walking Paranoia","Watching Movies","Walking Paranoia","0.3125","0.3125","Watching Movies","Walking Paranoia","Watching Movies","Walking Paranoia","0.3125","0.3125","mac miller","mutemath","mac miller","mutemath","0.0","0.0","Mac Miller","MUTEMATH","Mac Miller","MUTEMATH","0.19999999999999996","0.19999999999999996","watching movies with the sound off","odd soul","watching movies with the sound off","odd soul","0.0","0.0","watching movies with the sound off","odd soul","watching movies with the sound off","odd soul","0.0","0.0"
"WekaMatchingRule","dbpedia_2565","musicbrainz_1234","5.644916103617656E-4",,"The Pop Kids","The Sting of the Bumblebee MMXIV","The Pop Kids","The Sting of the Bumblebee MMXIV","0.1875","0.1875","The Pop Kids","The Sting of the Bumblebee MMXIV","The Pop Kids","The Sting of the Bumblebee MMXIV","0.1875","0.1875","pet shop boys","manowar","pet shop boys","manowar","0.0","0.0","Pet Shop Boys","Manowar","Pet Shop Boys","Manowar","0.07692307692307687","0.07692307692307687","super","kings of metal mmxiv","super","kings of metal mmxiv","0.0","0.0","super","kings of metal mmxiv","super","kings of metal mmxiv","0.0","0.0"
"WekaMatchingRule","dbpedia_6456","musicbrainz_124","0.3217778808144197","0","Colors ","Colors Pt. II","Colors ","Colors Pt. II","0.5384615384615384","0.5384615384615384","Colors (Halsey song)","Colors Pt. II","Colors (Halsey song)","Colors Pt. II","0.4","0.4","halsey","halsey","halsey","halsey","1.0","1.0","Halsey","Halsey","Halsey","Halsey","1.0","1.0","badlands","badlands","badlands","badlands","1.0","1.0","badlands","badlands","badlands","badlands","1.0","1.0"
"WekaMatchingRule","dbpedia_10601","musicbrainz_19479","6.887379877373776E-4",,"Jealous ","Jesus and Mary","Jealous ","Jesus and Mary","0.2142857142857143","0.2142857142857143","Jealous (I Ain't with It)","Jesus and Mary","Jealous (I Ain't with It)","Jesus and Mary","0.31999999999999995","0.31999999999999995","chromeo","guster","chromeo","guster","0.0","0.0","Chromeo","Guster","Chromeo","Guster","0.1428571428571429","0.1428571428571429","white women","easy wonderful","white women","easy wonderful","0.0","0.0","white women","easy wonderful","white women","easy wonderful","0.0","0.0"
"WekaMatchingRule","dbpedia_8561","musicbrainz_14835","6.194085735176345E-4",,"Beautiful Life ","Before I Fall","Beautiful Life ","Before I Fall","0.19999999999999996","0.19999999999999996","Beautiful Life (Nick Fradiani song)","Before I Fall","Beautiful Life (Nick Fradiani song)","Before I Fall","0.2571428571428571","0.2571428571428571","nick fradiani","in flames","nick fradiani","in flames","0.0","0.0","Nick Fradiani","In Flames","Nick Fradiani","In Flames","0.3076923076923077","0.3076923076923077",,,,,,,"","battles","","battles","0.0","0.0"
"WekaMatchingRule","dbpedia_1684","musicbrainz_29776","0.001301455722656369",,"The Nights","The People's History","The Nights","The People's History","0.30000000000000004","0.30000000000000004","The Nights","The People's History","The Nights","The People's History","0.30000000000000004","0.30000000000000004","avicii","eleventh dream day","avicii","eleventh dream day","0.0","0.0","Avicii","Eleventh Dream Day","Avicii","Eleventh Dream Day","0.05555555555555558","0.05555555555555558","the days / nights ep","works for tomorrow","the days / nights ep","works for tomorrow","0.0","0.0","the days / nights ep","works for tomorrow","the days / nights ep","works for tomorrow","0.0","0.0"
"WekaMatchingRule","dbpedia_4572","musicbrainz_28773","0.0013779167127656612",,"In God's Time","In My Head","In God's Time","In My Head","0.3076923076923077","0.3076923076923077","In God's Time","In My Head","In God's Time","In My Head","0.3076923076923077","0.3076923076923077","randy houser","we are scientists","randy houser","we are scientists","0.0","0.0","Randy Houser","We Are Scientists","Randy Houser","We Are Scientists","0.11764705882352944","0.11764705882352944",,,,,,,"","helter seltzer","","helter seltzer","0.0","0.0"
"WekaMatchingRule","dbpedia_5948","musicbrainz_18841","0.0011705214527068823",,"Why I Love You ","Who You Need to Blame","Why I Love You ","Who You Need to Blame","0.2857142857142857","0.2857142857142857","Why I Love You (Jay-Z and Kanye West song)","Who You Need to Blame","Why I Love You (Jay-Z and Kanye West song)","Who You Need to Blame","0.26190476190476186","0.26190476190476186","kanye west","corrosion of conformity","kanye west","corrosion of conformity","0.0","0.0","Kanye West","Corrosion of Conformity","Kanye West","Corrosion of Conformity","0.13043478260869568","0.13043478260869568","watch the throne","ix","watch the throne","ix","0.0","0.0","watch the throne","ix","watch the throne","ix","0.0","0.0"
"WekaMatchingRule","dbpedia_8155","musicbrainz_11332","8.979052492629889E-4",,"Warrior ","Wanted","Warrior ","Wanted","0.25","0.25","Warrior (Nina Sublatti song)","Wanted","Warrior (Nina Sublatti song)","Wanted","0.1428571428571429","0.1428571428571429","nina sublatti","the cranberries","nina sublatti","the cranberries","0.0","0.0","Nina Sublatti","The Cranberries","Nina Sublatti","The Cranberries","0.06666666666666665","0.06666666666666665",,,,,,,"","roses","","roses","0.0","0.0"
"WekaMatchingRule","dbpedia_4774","musicbrainz_1241","4.602003252569173E-4",,"This ","The Heart of Steel MMXIV ","This ","The Heart of Steel MMXIV ","0.16000000000000003","0.16000000000000003","This (Darius Rucker song)","The Heart of Steel MMXIV (orchestral intro - instrumental)","This (Darius Rucker song)","The Heart of Steel MMXIV (orchestral intro - instrumental)","0.22413793103448276","0.22413793103448276","darius rucker","manowar","darius rucker","manowar","0.0","0.0","Darius Rucker","Manowar","Darius Rucker","Manowar","0.15384615384615385","0.15384615384615385","charleston, sc 1966","kings of metal mmxiv","charleston, sc 1966","kings of metal mmxiv","0.0","0.0","charleston, sc 1966","kings of metal mmxiv","charleston, sc 1966","kings of metal mmxiv","0.0","0.0"
"WekaMatchingRule","dbpedia_5192","musicbrainz_15585","7.584712851875525E-4",,"The Fall ","There Is No Other Time","The Fall ","There Is No Other Time","0.2272727272727273","0.2272727272727273","The Fall (Brendan James song)","There Is No Other Time","The Fall (Brendan James song)","There Is No Other Time","0.27586206896551724","0.27586206896551724","brendan james","klaxons","brendan james","klaxons","0.0","0.0","Brendan James","Klaxons","Brendan James","Klaxons","0.15384615384615385","0.15384615384615385","brendan james","virgin radio : la playlist pop music, vol. 2","brendan james","virgin radio : la playlist pop music, vol. 2","0.0","0.0","brendan james","virgin radio : la playlist pop music, vol. 2","brendan james","virgin radio : la playlist pop music, vol. 2","0.0","0.0"
"WekaMatchingRule","dbpedia_612","musicbrainz_28836","0.0011705214527068823",,"Broccoli ","Breathe You In","Broccoli ","Breathe You In","0.2857142857142857","0.2857142857142857","Broccoli (D.R.A.M. song)","Breathe You In","Broccoli (D.R.A.M. song)","Breathe You In","0.20833333333333337","0.20833333333333337","d.r.a.m.","thousand foot krutch","d.r.a.m.","thousand foot krutch","0.0","0.0","D.R.A.M.","Thousand Foot Krutch","D.R.A.M.","Thousand Foot Krutch","0.050000000000000044","0.050000000000000044","big baby d.r.a.m.","the ultimate collection","big baby d.r.a.m.","the ultimate collection","0.0","0.0","big baby d.r.a.m.","the ultimate collection","big baby d.r.a.m.","the ultimate collection","0.0","0.0"
"WekaMatchingRule","dbpedia_11278","musicbrainz_20689","0.001666684658250524",,"Come On Over ","Compulsive Gambler","Come On Over ","Compulsive Gambler","0.33333333333333337","0.33333333333333337","Come On Over (Royal Blood song)","Compulsive Gambler","Come On Over (Royal Blood song)","Compulsive Gambler","0.29032258064516125","0.29032258064516125","royal blood","vulcano","royal blood","vulcano","0.0","0.0","Royal Blood","Vulcano","Royal Blood","Vulcano","0.18181818181818177","0.18181818181818177","royal blood","the man the key the beast","royal blood","the man the key the beast","0.0","0.0","royal blood","the man the key the beast","royal blood","the man the key the beast","0.0","0.0"
"WekaMatchingRule","dbpedia_8133","musicbrainz_22320","0.0057279283845347835",,"Boyfriend ","Born ","Boyfriend ","Born ","0.5","0.5","Boyfriend (Best Coast song)","Born (Part 2)","Boyfriend (Best Coast song)","Born (Part 2)","0.37037037037037035","0.37037037037037035","best coast","dead letter circus","best coast","dead letter circus","0.0","0.0","Best Coast","Dead Letter Circus","Best Coast","Dead Letter Circus","0.2222222222222222","0.2222222222222222","crazy for you","aesthesis","crazy for you","aesthesis","0.0","0.0","crazy for you","aesthesis","crazy for you","aesthesis","0.0","0.0"
