"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] SongNameComparatorRemoveBrackets record1Value","[0] SongNameComparatorRemoveBrackets record2Value","[0] SongNameComparatorRemoveBrackets record1PreprocessedValue","[0] SongNameComparatorRemoveBrackets record2PreprocessedValue","[0] SongNameComparatorRemoveBrackets similarity","[0] SongNameComparatorRemoveBrackets postproccesedSimilarity","[1] SongNameComparatorLevenshtein record1Value","[1] SongNameComparatorLevenshtein record2Value","[1] SongNameComparatorLevenshtein record1PreprocessedValue","[1] SongNameComparatorLevenshtein record2PreprocessedValue","[1] SongNameComparatorLevenshtein similarity","[1] SongNameComparatorLevenshtein postproccesedSimilarity","[2] SongArtistsComparatorToken record1Value","[2] SongArtistsComparatorToken record2Value","[2] SongArtistsComparatorToken record1PreprocessedValue","[2] SongArtistsComparatorToken record2PreprocessedValue","[2] SongArtistsComparatorToken similarity","[2] SongArtistsComparatorToken postproccesedSimilarity","[3] SongArtistsComparatorLevenshtein record1Value","[3] SongArtistsComparatorLevenshtein record2Value","[3] SongArtistsComparatorLevenshtein record1PreprocessedValue","[3] SongArtistsComparatorLevenshtein record2PreprocessedValue","[3] SongArtistsComparatorLevenshtein similarity","[3] SongArtistsComparatorLevenshtein postproccesedSimilarity","[4] SongAlbumComparatorMaxSim record1Value","[4] SongAlbumComparatorMaxSim record2Value","[4] SongAlbumComparatorMaxSim record1PreprocessedValue","[4] SongAlbumComparatorMaxSim record2PreprocessedValue","[4] SongAlbumComparatorMaxSim similarity","[4] SongAlbumComparatorMaxSim postproccesedSimilarity","[5] SongAlbumComparatorToken record1Value","[5] SongAlbumComparatorToken record2Value","[5] SongAlbumComparatorToken record1PreprocessedValue","[5] SongAlbumComparatorToken record2PreprocessedValue","[5] SongAlbumComparatorToken similarity","[5] SongAlbumComparatorToken postproccesedSimilarity"
"WekaMatchingRule","dbpedia_531","musicbrainz_12432","7.784225187990598E-4",,"This Fire ","The Summoning","This Fire ","The Summoning","0.23076923076923073","0.23076923076923073","This Fire (Birds of Tokyo song)","The Summoning","This Fire (Birds of Tokyo song)","The Summoning","0.25806451612903225","0.25806451612903225","birds of tokyo","linkin park","birds of tokyo","linkin park","0.0","0.0","Birds of Tokyo","Linkin Park","Birds of Tokyo","Linkin Park","0.1428571428571429","0.1428571428571429","this fire,march fires","the hunting party","this fire,march fires","the hunting party","0.0","0.0","this fire,march fires","the hunting party","this fire,march fires","the hunting party","0.0","0.0"
"WekaMatchingRule","dbpedia_10365","musicbrainz_29730","0.001301455722656369",,"Coming Home ","Contagious Chemistry","Coming Home ","Contagious Chemistry","0.30000000000000004","0.30000000000000004","Coming Home (To Richmond)","Contagious Chemistry","Coming Home (To Richmond)","Contagious Chemistry","0.24","0.24","alex lloyd","you me at six","alex lloyd","you me at six","0.0","0.0","Alex Lloyd","You Me at Six","Alex Lloyd","You Me at Six","0.07692307692307687","0.07692307692307687",,,,,,,"","hold me down","","hold me down","0.0","0.0"
"WekaMatchingRule","dbpedia_2322","musicbrainz_14126","0.001666684658250524",,"Black Heart ","Blame","Black Heart ","Blame","0.33333333333333337","0.33333333333333337","Black Heart (Stone Temple Pilots song)","Blame","Black Heart (Stone Temple Pilots song)","Blame","0.13157894736842102","0.13157894736842102","stone temple pilots","egypt central","stone temple pilots","egypt central","0.0","0.0","Stone Temple Pilots","Egypt Central","Stone Temple Pilots","Egypt Central","0.1578947368421053","0.1578947368421053","high rise","white rabbit","high rise","white rabbit","0.0","0.0","high rise","white rabbit","high rise","white rabbit","0.0","0.0"
"WekaMatchingRule","dbpedia_2356","musicbrainz_5941","8.979052492629889E-4",,"Little Girl ","Life In the Pain","Little Girl ","Life In the Pain","0.25","0.25","Little Girl (Miwa song)","Life In the Pain","Little Girl (Miwa song)","Life In the Pain","0.30434782608695654","0.30434782608695654","miwa","safetysuit","miwa","safetysuit","0.0","0.0","miwa","Safetysuit","miwa","Safetysuit","0.0","0.0","guitarissimo","these times","guitarissimo","these times","0.0","0.0","guitarissimo","these times","guitarissimo","these times","0.0","0.0"
"WekaMatchingRule","dbpedia_3183","musicbrainz_8473","8.050221729714613E-4",,"Mae shika Mukanee","Mandou Bem","Mae shika Mukanee","Mandou Bem","0.23529411764705888","0.23529411764705888","Mae shika Mukanee","Mandou Bem","Mae shika Mukanee","Mandou Bem","0.23529411764705888","0.23529411764705888","akb48","nile rodgers","akb48","nile rodgers","0.0","0.0","AKB48","Nile Rodgers","AKB48","Nile Rodgers","0.0","0.0","koko ga rhodes da, koko de tobe!","funky funky boom boom","koko ga rhodes da, koko de tobe!","funky funky boom boom","0.0","0.0","koko ga rhodes da, koko de tobe!","funky funky boom boom","koko ga rhodes da, koko de tobe!","funky funky boom boom","0.0","0.0"
"WekaMatchingRule","dbpedia_6116","musicbrainz_28517","6.887379877373776E-4",,"Namida ","Narrow Streets","Namida ","Narrow Streets","0.2142857142857143","0.2142857142857143","Namida (Kokoro Abaite)","Narrow Streets","Namida (Kokoro Abaite)","Narrow Streets","0.2272727272727273","0.2272727272727273","riisa naka","barenaked ladies","riisa naka","barenaked ladies","0.0","0.0","Riisa Naka","Barenaked Ladies","Riisa Naka","Barenaked Ladies","0.1875","0.1875",,,,,,,"","silverball","","silverball","0.0","0.0"
"WekaMatchingRule","dbpedia_6423","musicbrainz_18150","0.0010629448617489271",,"That Tree","The Angel and the Fool","That Tree","The Angel and the Fool","0.2727272727272727","0.2727272727272727","That Tree","The Angel and the Fool","That Tree","The Angel and the Fool","0.2727272727272727","0.2727272727272727","snoop dogg","broken bells","snoop dogg","broken bells","0.0","0.0","Snoop Dogg","Broken Bells","Snoop Dogg","Broken Bells","0.16666666666666663","0.16666666666666663","more malice","after the disco","more malice","after the disco","0.0","0.0","more malice","after the disco","more malice","after the disco","0.0","0.0"
"WekaMatchingRule","dbpedia_9976","musicbrainz_17911","0.01196773992674415","0","Bulletproof Picasso ","Bulletproof! ","Bulletproof Picasso ","Bulletproof! ","0.6","0.6","Bulletproof Picasso (song)","Bulletproof! (On-U-Sound No Half Measures mix)","Bulletproof Picasso (song)","Bulletproof! (On-U-Sound No Half Measures mix)","0.3695652173913043","0.3695652173913043","train","pop will eat itself","train","pop will eat itself","0.0","0.0","Train","Pop Will Eat Itself","Train","Pop Will Eat Itself","0.10526315789473684","0.10526315789473684","bulletproof picasso","the looks or the lifestyle","bulletproof picasso","the looks or the lifestyle","0.0","0.0","bulletproof picasso","the looks or the lifestyle","bulletproof picasso","the looks or the lifestyle","0.0","0.0"
"WekaMatchingRule","dbpedia_3657","musicbrainz_5425","6.194085735176345E-4",,"Invisible ","Interlude: Body Wrap","Invisible ","Interlude: Body Wrap","0.19999999999999996","0.19999999999999996","Invisible (Skylar Grey song)","Interlude: Body Wrap","Invisible (Skylar Grey song)","Interlude: Body Wrap","0.2142857142857143","0.2142857142857143","skylar grey","earth, wind & fire","skylar grey","earth, wind & fire","0.0","0.0","Skylar Grey","Earth, Wind & Fire","Skylar Grey","Earth, Wind & Fire","0.11111111111111116","0.11111111111111116",,,,,,,"","heritage","","heritage","0.0","0.0"
"WekaMatchingRule","dbpedia_5095","musicbrainz_32009",,"0","Thumper ","Warm Smiles Do Not Make You Welcome Here ","Thumper ","Warm Smiles Do Not Make You Welcome Here ","0.14634146341463417","0.14634146341463417","Thumper (song)","Warm Smiles Do Not Make You Welcome Here (Tek-One remix)","Thumper (song)","Warm Smiles Do Not Make You Welcome Here (Tek-One remix)","0.1785714285714286","0.1785714285714286","enter shikari","enter shikari","enter shikari","enter shikari","1.0","1.0","Enter Shikari","Enter Shikari","Enter Shikari","Enter Shikari","1.0","1.0","tribalism","a flash flood of colour (redux version)","tribalism","a flash flood of colour (redux version)","0.0","0.0","tribalism","a flash flood of colour (redux version)","tribalism","a flash flood of colour (redux version)","0.0","0.0"
"WekaMatchingRule","dbpedia_5242","musicbrainz_8818","0.0010161797631752395",,"Work ","Wonderful Life ","Work ","Wonderful Life ","0.2666666666666667","0.2666666666666667","Work (Jme song)","Wonderful Life (Arthur Baker remix)","Work (Jme song)","Wonderful Life (Arthur Baker remix)","0.22857142857142854","0.22857142857142854","jme","hurts","jme","hurts","0.0","0.0","Jme","Hurts","Jme","Hurts","0.0","0.0","integrity>","i am a deejay, volume 002,happiness","integrity>","i am a deejay, volume 002,happiness","0.0","0.0","integrity>","i am a deejay, volume 002,happiness","integrity>","i am a deejay, volume 002,happiness","0.0","0.0"
"WekaMatchingRule","dbpedia_3648","musicbrainz_27983","5.771087040836127E-4",,"Revolt ","REM Producer Enquiry ","Revolt ","REM Producer Enquiry ","0.19047619047619047","0.19047619047619047","Revolt (Muse song)","REM Producer Enquiry (first version of The Mayor of Simpleton)","Revolt (Muse song)","REM Producer Enquiry (first version of The Mayor of Simpleton)","0.17741935483870963","0.17741935483870963","muse","xtc","muse","xtc","0.0","0.0","Muse","XTC","Muse","XTC","0.0","0.0","drones","oranges & lemons","drones","oranges & lemons","0.0","0.0","drones","oranges & lemons","drones","oranges & lemons","0.0","0.0"
"WekaMatchingRule","dbpedia_3803","musicbrainz_24166","0.0020867637641201384",,"Remix ","Redesign Me","Remix ","Redesign Me","0.36363636363636365","0.36363636363636365","Remix (I Like The)","Redesign Me","Remix (I Like The)","Redesign Me","0.2777777777777778","0.2777777777777778","new kids on the block","versaemerge","new kids on the block","versaemerge","0.0","0.0","New Kids on the Block","VersaEmerge","New Kids on the Block","VersaEmerge","0.1428571428571429","0.1428571428571429","10","fixed at zero","10","fixed at zero","0.0","0.0","10","fixed at zero","10","fixed at zero","0.0","0.0"
"WekaMatchingRule","dbpedia_8471","musicbrainz_29633","7.784225187990598E-4",,"Not for Sale ","No Eternity","Not for Sale ","No Eternity","0.23076923076923073","0.23076923076923073","Not for Sale (Stacy song)","No Eternity","Not for Sale (Stacy song)","No Eternity","0.24","0.24","stacy angie","helloween","stacy angie","helloween","0.0","0.0","Stacy Angie","Helloween","Stacy Angie","Helloween","0.0","0.0",,,,,,,"","straight out of hell","","straight out of hell","0.0","0.0"
"WekaMatchingRule","dbpedia_5212","musicbrainz_25058","8.050221729714613E-4",,"Thank You ","The Colored Night","Thank You ","The Colored Night","0.23529411764705888","0.23529411764705888","Thank You (Sevendust song)","The Colored Night","Thank You (Sevendust song)","The Colored Night","0.2692307692307693","0.2692307692307693","sevendust","blind pilot","sevendust","blind pilot","0.0","0.0","Sevendust","Blind Pilot","Sevendust","Blind Pilot","0.18181818181818177","0.18181818181818177","kill the flaw","we are the tide","kill the flaw","we are the tide","0.0","0.0","kill the flaw","we are the tide","kill the flaw","we are the tide","0.16666666666666666","0.16666666666666666"
"WekaMatchingRule","dbpedia_10991","musicbrainz_32294","0.001666684658250524",,"They Don't Love You No More","The No.1 Song in Heaven","They Don't Love You No More","The No.1 Song in Heaven","0.33333333333333337","0.33333333333333337","They Don't Love You No More","The No.1 Song in Heaven","They Don't Love You No More","The No.1 Song in Heaven","0.33333333333333337","0.33333333333333337","dj khaled","the futureheads","dj khaled","the futureheads","0.0","0.0","DJ Khaled","The Futureheads","DJ Khaled","The Futureheads","0.19999999999999996","0.19999999999999996","i changed a lot","rant","i changed a lot","rant","0.0","0.0","i changed a lot","rant","i changed a lot","rant","0.0","0.0"
"WekaMatchingRule","dbpedia_1317","musicbrainz_424","0.002732469600269669",,"The Radio","The Morning Son","The Radio","The Morning Son","0.4","0.4","The Radio","The Morning Son","The Radio","The Morning Son","0.4","0.4","fargetta","beady eye","fargetta","beady eye","0.0","0.0","Fargetta","Beady Eye","Fargetta","Beady Eye","0.11111111111111116","0.11111111111111116",,,,,,,"","different gear, still speeding","","different gear, still speeding","0.0","0.0"
"WekaMatchingRule","dbpedia_11314","musicbrainz_28524","0.0014632527544969315",,"Came Here to Forget","Calamity Song","Came Here to Forget","Calamity Song","0.3157894736842105","0.3157894736842105","Came Here to Forget","Calamity Song","Came Here to Forget","Calamity Song","0.3157894736842105","0.3157894736842105","blake shelton","the decemberists","blake shelton","the decemberists","0.0","0.0","Blake Shelton","The Decemberists","Blake Shelton","The Decemberists","0.125","0.125","if i'm honest","the king is dead","if i'm honest","the king is dead","0.0","0.0","if i'm honest","the king is dead","if i'm honest","the king is dead","0.0","0.0"
"WekaMatchingRule","dbpedia_5578","musicbrainz_19779","6.194085735176345E-4",,"Heart Flow","Hey Diane","Heart Flow","Hey Diane","0.19999999999999996","0.19999999999999996","Heart Flow","Hey Diane","Heart Flow","Hey Diane","0.19999999999999996","0.19999999999999996","kate ryan","bowling for soup","kate ryan","bowling for soup","0.0","0.0","Kate Ryan","Bowling for Soup","Kate Ryan","Bowling for Soup","0.125","0.125",,,,,,,"","drunk dynasty","","drunk dynasty","0.0","0.0"
"WekaMatchingRule","dbpedia_7476","musicbrainz_16512","0.0010357087825174428",,"Thinking 'bout Somethin'","This Is the One Thing We Did Not Want to Have Happen","Thinking 'bout Somethin'","This Is the One Thing We Did Not Want to Have Happen","0.2692307692307693","0.2692307692307693","Thinking 'bout Somethin'","This Is the One Thing We Did Not Want to Have Happen","Thinking 'bout Somethin'","This Is the One Thing We Did Not Want to Have Happen","0.2692307692307693","0.2692307692307693","hanson","the brian jonestown massacre","hanson","the brian jonestown massacre","0.0","0.0","Hanson","The Brian Jonestown Massacre","Hanson","The Brian Jonestown Massacre","0.2142857142857143","0.2142857142857143","shout it out","who killed sgt. pepper?","shout it out","who killed sgt. pepper?","0.0","0.0","shout it out","who killed sgt. pepper?","shout it out","who killed sgt. pepper?","0.0","0.0"
"WekaMatchingRule","dbpedia_10140","musicbrainz_1840","7.584712851875525E-4",,"Morning Sun ","More Trouble Every Day","Morning Sun ","More Trouble Every Day","0.2272727272727273","0.2272727272727273","Morning Sun (Robin Thicke song)","More Trouble Every Day","Morning Sun (Robin Thicke song)","More Trouble Every Day","0.25806451612903225","0.25806451612903225","robin thicke","frank zappa","robin thicke","frank zappa","0.0","0.0","Robin Thicke","Frank Zappa","Robin Thicke","Frank Zappa","0.08333333333333337","0.08333333333333337",,,,,,,"","a token of his extreme","","a token of his extreme","0.0","0.0"
"WekaMatchingRule","dbpedia_4509","musicbrainz_29112","0.0057279283845347835",,"Sing That Song","Sing to Me","Sing That Song","Sing to Me","0.5","0.5","Sing That Song","Sing to Me","Sing That Song","Sing to Me","0.5","0.5","tieks","before their eyes","tieks","before their eyes","0.0","0.0","Tieks","Before Their Eyes","Tieks","Before Their Eyes","0.23529411764705888","0.23529411764705888",,,,,,,"","untouchable","","untouchable","0.0","0.0"
"WekaMatchingRule","dbpedia_1823","musicbrainz_23588","0.0012458574621582326",,"Believe Again ","Beautiful Delilah","Believe Again ","Beautiful Delilah","0.2941176470588235","0.2941176470588235","Believe Again (Niels Brinck song)","Beautiful Delilah","Believe Again (Niels Brinck song)","Beautiful Delilah","0.21212121212121215","0.21212121212121215","ronan keating","the kinks","ronan keating","the kinks","0.0","0.0","Ronan Keating","The Kinks","Ronan Keating","The Kinks","0.23076923076923073","0.23076923076923073","duet","kinks","duet","kinks","0.0","0.0","duet","kinks","duet","kinks","0.0","0.0"
"WekaMatchingRule","dbpedia_6909","musicbrainz_4637","0.002162135979736689",,"Underneath the Tree","Unshatter Me","Underneath the Tree","Unshatter Me","0.368421052631579","0.368421052631579","Underneath the Tree","Unshatter Me","Underneath the Tree","Unshatter Me","0.368421052631579","0.368421052631579","kelly clarkson","saliva","kelly clarkson","saliva","0.0","0.0","Kelly Clarkson","Saliva","Kelly Clarkson","Saliva","0.1428571428571429","0.1428571428571429","wrapped in red","love, lies & therapy","wrapped in red","love, lies & therapy","0.0","0.0","wrapped in red","love, lies & therapy","wrapped in red","love, lies & therapy","0.0","0.0"
"WekaMatchingRule","dbpedia_2205","musicbrainz_26788","0.0024379787913273256",,"The Monster ","The Audience ","The Monster ","The Audience ","0.3846153846153846","0.3846153846153846","The Monster (song)","The Audience (Big Beige 4th St Demos)","The Monster (song)","The Audience (Big Beige 4th St Demos)","0.2432432432432432","0.2432432432432432","eminem","coheed and cambria","eminem","coheed and cambria","0.0","0.0","Eminem","Coheed and Cambria","Eminem","Coheed and Cambria","0.16666666666666663","0.16666666666666663","the marshall mathers lp 2","the color before the sun","the marshall mathers lp 2","the color before the sun","0.0","0.0","the marshall mathers lp 2","the color before the sun","the marshall mathers lp 2","the color before the sun","0.125","0.125"
"WekaMatchingRule","dbpedia_6894","musicbrainz_604","0.001666684658250524",,"Say Aah","Save Me a Star ","Say Aah","Save Me a Star ","0.33333333333333337","0.33333333333333337","Say Aah","Save Me a Star (stereo mix)","Say Aah","Save Me a Star (stereo mix)","0.18518518518518523","0.18518518518518523","trey songz","the supremes","trey songz","the supremes","0.0","0.0","Trey Songz","The Supremes","Trey Songz","The Supremes","0.25","0.25","ready","meet the supremes","ready","meet the supremes","0.0","0.0","ready","meet the supremes","ready","meet the supremes","0.0","0.0"
"WekaMatchingRule","dbpedia_7716","musicbrainz_7110","0.016382795007334548",,"Heart of Fire","Heart of Glass","Heart of Fire","Heart of Glass","0.6428571428571428","0.6428571428571428","Heart of Fire","Heart of Glass","Heart of Fire","Heart of Glass","0.6428571428571428","0.6428571428571428","black veil brides","toadies","black veil brides","toadies","0.0","0.0","Black Veil Brides","Toadies","Black Veil Brides","Toadies","0.23529411764705888","0.23529411764705888","black veil brides","heretics","black veil brides","heretics","0.0","0.0","black veil brides","heretics","black veil brides","heretics","0.0","0.0"
"WekaMatchingRule","dbpedia_4541","musicbrainz_17334","0.0024379787913273256",,"Forgiveness ","For the Ashes","Forgiveness ","For the Ashes","0.3846153846153846","0.3846153846153846","Forgiveness (Matthew West song)","For the Ashes","Forgiveness (Matthew West song)","For the Ashes","0.32258064516129037","0.32258064516129037","matthew west","the posies","matthew west","the posies","0.0","0.0","Matthew West","The Posies","Matthew West","The Posies","0.25","0.25","into the light","blood/candy (deluxe version)","into the light","blood/candy (deluxe version)","0.0","0.0","into the light","blood/candy (deluxe version)","into the light","blood/candy (deluxe version)","0.0","0.0"
"WekaMatchingRule","dbpedia_9583","musicbrainz_33192","8.979052492629889E-4",,"The One: Crash to Create","This = Love","The One: Crash to Create","This = Love","0.25","0.25","The One: Crash to Create","This = Love","The One: Crash to Create","This = Love","0.25","0.25","luna sea","the script","luna sea","the script","0.0","0.0","Luna Sea","The Script","Luna Sea","The Script","0.09999999999999998","0.09999999999999998",,,,,,,"","science & faith","","science & faith","0.0","0.0"
"WekaMatchingRule","dbpedia_9944","musicbrainz_18986","8.979052492629889E-4",,"Colours of Your Love","Come Home","Colours of Your Love","Come Home","0.25","0.25","Colours of Your Love","Come Home","Colours of Your Love","Come Home","0.25","0.25","conchita wurst","candlebox","conchita wurst","candlebox","0.0","0.0","Conchita Wurst","Candlebox","Conchita Wurst","Candlebox","0.1428571428571429","0.1428571428571429","conchita","love stories & other musings","conchita","love stories & other musings","0.0","0.0","conchita","love stories & other musings","conchita","love stories & other musings","0.0","0.0"
"WekaMatchingRule","dbpedia_5328","musicbrainz_24467","0.001666684658250524",,"That Wasn't Me","This Must Be My Dream","That Wasn't Me","This Must Be My Dream","0.33333333333333337","0.33333333333333337","That Wasn't Me","This Must Be My Dream","That Wasn't Me","This Must Be My Dream","0.33333333333333337","0.33333333333333337","brandi carlile","the 1975","brandi carlile","the 1975","0.0","0.0","Brandi Carlile","The 1975","Brandi Carlile","The 1975","0.0714285714285714","0.0714285714285714","bear creek","i like it when you sleep‚ for you are so beautiful yet so unaware of it","bear creek","i like it when you sleep‚ for you are so beautiful yet so unaware of it","0.0","0.0","bear creek","i like it when you sleep‚ for you are so beautiful yet so unaware of it","bear creek","i like it when you sleep‚ for you are so beautiful yet so unaware of it","0.0","0.0"
"WekaMatchingRule","dbpedia_872","musicbrainz_31738","0.001666684658250524",,"The House of the Rising Sun","This Is Where I Belong","The House of the Rising Sun","This Is Where I Belong","0.33333333333333337","0.33333333333333337","The House of the Rising Sun","This Is Where I Belong","The House of the Rising Sun","This Is Where I Belong","0.33333333333333337","0.33333333333333337","five finger death punch","the kinks","five finger death punch","the kinks","0.0","0.0","Five Finger Death Punch","The Kinks","Five Finger Death Punch","The Kinks","0.17391304347826086","0.17391304347826086","the wrong side of heaven and the righteous side of hell, volume 2,frijid pink,9 to 5 and odd jobs,the animals","face to face","the wrong side of heaven and the righteous side of hell, volume 2,frijid pink,9 to 5 and odd jobs,the animals","face to face","0.0","0.0","the wrong side of heaven and the righteous side of hell, volume 2,frijid pink,9 to 5 and odd jobs,the animals","face to face","the wrong side of heaven and the righteous side of hell, volume 2,frijid pink,9 to 5 and odd jobs,the animals","face to face","0.05263157894736842","0.05263157894736842"
"WekaMatchingRule","dbpedia_5775","musicbrainz_22191","0.0012661672843401193",,"See You Again ","Series of Misunderstandings","See You Again ","Series of Misunderstandings","0.2962962962962963","0.2962962962962963","See You Again (Carrie Underwood song)","Series of Misunderstandings","See You Again (Carrie Underwood song)","Series of Misunderstandings","0.32432432432432434","0.32432432432432434","carrie underwood","eels","carrie underwood","eels","0.0","0.0","Carrie Underwood","EELS","Carrie Underwood","EELS","0.125","0.125","blown away","the cautionary tales of mark oliver everett","blown away","the cautionary tales of mark oliver everett","0.0","0.0","blown away","the cautionary tales of mark oliver everett","blown away","the cautionary tales of mark oliver everett","0.0","0.0"
"WekaMatchingRule","dbpedia_8199","musicbrainz_12436","7.305515048156064E-4",,"Ready ","Rebellion","Ready ","Rebellion","0.2222222222222222","0.2222222222222222","Ready (Fabolous song)","Rebellion","Ready (Fabolous song)","Rebellion","0.2857142857142857","0.2857142857142857","fabolous","linkin park","fabolous","linkin park","0.0","0.0","Fabolous","Linkin Park","Fabolous","Linkin Park","0.0","0.0",,,,,,,"","the hunting party","","the hunting party","0.0","0.0"
"WekaMatchingRule","dbpedia_5224","musicbrainz_13105","5.850127586217097E-4",,"Gina G singles discography","Girl Don’t Tell Me","Gina G singles discography","Girl Don’t Tell Me","0.1923076923076923","0.1923076923076923","Gina G singles discography","Girl Don’t Tell Me","Gina G singles discography","Girl Don’t Tell Me","0.1923076923076923","0.1923076923076923","gina g","the beach boys","gina g","the beach boys","0.0","0.0","Gina G","The Beach Boys","Gina G","The Beach Boys","0.1428571428571429","0.1428571428571429","fresh!","summer days (and summer nights!!)","fresh!","summer days (and summer nights!!)","0.0","0.0","fresh!","summer days (and summer nights!!)","fresh!","summer days (and summer nights!!)","0.0","0.0"
"WekaMatchingRule","dbpedia_7096","musicbrainz_25392","0.0022702277172567944",,"All Eyez","Always ","All Eyez","Always ","0.375","0.375","All Eyez","Always (demo version)","All Eyez","Always (demo version)","0.23809523809523814","0.23809523809523814","the game","kutless","the game","kutless","0.0","0.0","The Game","Kutless","The Game","Kutless","0.0","0.0","1992","glory","1992","glory","0.0","0.0","1992","glory","1992","glory","0.0","0.0"
"WekaMatchingRule","dbpedia_10110","musicbrainz_5219","0.0014279663201672934",,"Sora ga Natteiru","Soul Trance","Sora ga Natteiru","Soul Trance","0.3125","0.3125","Sora ga Natteiru","Soul Trance","Sora ga Natteiru","Soul Trance","0.3125","0.3125","tokyo jihen","the jon spencer blues explosion","tokyo jihen","the jon spencer blues explosion","0.0","0.0","Tokyo Jihen","The Jon Spencer Blues Explosion","Tokyo Jihen","The Jon Spencer Blues Explosion","0.16129032258064513","0.16129032258064513","dai hakken","acme + acme-plus","dai hakken","acme + acme-plus","0.0","0.0","dai hakken","acme + acme-plus","dai hakken","acme + acme-plus","0.0","0.0"
"WekaMatchingRule","dbpedia_10099","musicbrainz_12862","0.2628045037530854","0","Coming Back Down","Comin' in Hot","Coming Back Down","Comin' in Hot","0.5","0.5","Coming Back Down","Comin' in Hot","Coming Back Down","Comin' in Hot","0.5","0.5","hollywood undead","hollywood undead","hollywood undead","hollywood undead","1.0","1.0","Hollywood Undead","Hollywood Undead","Hollywood Undead","Hollywood Undead","1.0","1.0","american tragedy","american tragedy","american tragedy","american tragedy","1.0","1.0","american tragedy","american tragedy","american tragedy","american tragedy","1.0","1.0"
"WekaMatchingRule","dbpedia_7393","musicbrainz_18985","0.0013779167127656612",,"Lifted ","Lifelike Song","Lifted ","Lifelike Song","0.3076923076923077","0.3076923076923077","Lifted (Dallas Smith song)","Lifelike Song","Lifted (Dallas Smith song)","Lifelike Song","0.42307692307692313","0.42307692307692313","dallas smith","candlebox","dallas smith","candlebox","0.0","0.0","Dallas Smith","Candlebox","Dallas Smith","Candlebox","0.08333333333333337","0.08333333333333337","lifted","love stories & other musings","lifted","love stories & other musings","0.0","0.0","lifted","love stories & other musings","lifted","love stories & other musings","0.0","0.0"
"WekaMatchingRule","dbpedia_7808","musicbrainz_7125","0.0011705214527068823",,"Live It Up ","Little Darling","Live It Up ","Little Darling","0.2857142857142857","0.2857142857142857","Live It Up (360 song)","Little Darling","Live It Up (360 song)","Little Darling","0.2857142857142857","0.2857142857142857","360","thin lizzy","360","thin lizzy","0.0","0.0","360","Thin Lizzy","360","Thin Lizzy","0.0","0.0",,,,,,,"","vagabonds of the western world","","vagabonds of the western world","0.0","0.0"
"WekaMatchingRule","dbpedia_9313","musicbrainz_7130","0.002732469600269669",,"Shaking ","She Knows ","Shaking ","She Knows ","0.4","0.4","Shaking (Party People)","She Knows (BBC Radio 1 John Peel Session)","Shaking (Party People)","She Knows (BBC Radio 1 John Peel Session)","0.29268292682926833","0.29268292682926833","kelly key","thin lizzy","kelly key","thin lizzy","0.0","0.0","Kelly Key","Thin Lizzy","Kelly Key","Thin Lizzy","0.09999999999999998","0.09999999999999998",,,,,,,"","night life","","night life","0.0","0.0"
"WekaMatchingRule","dbpedia_1876","musicbrainz_20","0.03693676831187924","0","Flavor ","Flying Dutchman","Flavor ","Flying Dutchman","0.19999999999999996","0.19999999999999996","Flavor (Tori Amos song)","Flying Dutchman","Flavor (Tori Amos song)","Flying Dutchman","0.21739130434782605","0.21739130434782605","tori amos","tori amos","tori amos","tori amos","1.0","1.0","Tori Amos","Tori Amos","Tori Amos","Tori Amos","1.0","1.0","gold dust","under the pink,gold dust","gold dust","under the pink,gold dust","1.0","1.0","gold dust","under the pink,gold dust","gold dust","under the pink,gold dust","0.4","0.4"
"WekaMatchingRule","dbpedia_11240","musicbrainz_29271","9.733725239597702E-4",,"Look at My Dab","Love Is a Dog From Hell","Look at My Dab","Love Is a Dog From Hell","0.26086956521739135","0.26086956521739135","Look at My Dab","Love Is a Dog From Hell","Look at My Dab","Love Is a Dog From Hell","0.26086956521739135","0.26086956521739135","migos","the limousines","migos","the limousines","0.0","0.0","Migos","The Limousines","Migos","The Limousines","0.2142857142857143","0.2142857142857143",,,,,,,"","hush","","hush","0.0","0.0"
"WekaMatchingRule","dbpedia_4474","musicbrainz_23997","0.8526317796961523","1","It's About Time ","It’s About Time","It's About Time ","It’s About Time","0.875","0.875","It's About Time (Young the Giant song)","It’s About Time","It's About Time (Young the Giant song)","It’s About Time","0.368421052631579","0.368421052631579","young the giant","young the giant","young the giant","young the giant","1.0","1.0","Young the Giant","Young the Giant","Young the Giant","Young the Giant","1.0","1.0","mind over matter","mind over matter","mind over matter","mind over matter","1.0","1.0","mind over matter","mind over matter","mind over matter","mind over matter","1.0","1.0"
"WekaMatchingRule","dbpedia_1925","musicbrainz_9560","0.9360961624941305","1","Cameo Lover","Cameo Lover","Cameo Lover","Cameo Lover","1.0","1.0","Cameo Lover","Cameo Lover","Cameo Lover","Cameo Lover","1.0","1.0","kimbra","kimbra","kimbra","kimbra","1.0","1.0","Kimbra","Kimbra","Kimbra","Kimbra","1.0","1.0","vows","vows,vows (australian tour edition)","vows","vows,vows (australian tour edition)","1.0","1.0","vows","vows,vows (australian tour edition)","vows","vows,vows (australian tour edition)","0.25","0.25"
