"dbpedia_4804","musicbrainz_20640","1.0"
"dbpedia_11416","musicbrainz_31515","1.0"
"dbpedia_3132","musicbrainz_4190","1.0"
"dbpedia_4357","musicbrainz_24106","1.0"
"dbpedia_6066","musicbrainz_26936","1.0"
"dbpedia_113","musicbrainz_3426","1.0"
"dbpedia_6455","musicbrainz_14579","1.0"
"dbpedia_554","musicbrainz_33250","1.0"
"dbpedia_6946","musicbrainz_12716","1.0"
"dbpedia_5947","musicbrainz_29248","1.0"
"dbpedia_3934","musicbrainz_8825","1.0"
"dbpedia_8244","musicbrainz_18361","1.0"
"dbpedia_5282","musicbrainz_18201","1.0"
"dbpedia_5294","musicbrainz_6864","1.0"
"dbpedia_2333","musicbrainz_13931","1.0"
"dbpedia_1891","musicbrainz_14581","1.0"
"dbpedia_10004","musicbrainz_27756","1.0"
"dbpedia_3156","musicbrainz_3562","1.0"
"dbpedia_2075","musicbrainz_6949","1.0"
"dbpedia_5072","musicbrainz_1489","1.0"
"dbpedia_2296","musicbrainz_26114","1.0"
"dbpedia_4477","musicbrainz_15451","1.0"
"dbpedia_1347","musicbrainz_10302","1.0"
"dbpedia_1992","musicbrainz_3288","1.0"
"dbpedia_391","musicbrainz_32388","1.0"
"dbpedia_6473","musicbrainz_15688","1.0"
"dbpedia_8404","musicbrainz_12612","1.0"
"dbpedia_1737","musicbrainz_30754","1.0"
"dbpedia_5160","musicbrainz_7901","1.0"
"dbpedia_442","musicbrainz_24531","1.0"
"dbpedia_5628","musicbrainz_22334","1.0"
"dbpedia_3131","musicbrainz_9145","1.0"
"dbpedia_6928","musicbrainz_18426","1.0"
"dbpedia_4826","musicbrainz_28280","1.0"
"dbpedia_4621","musicbrainz_27230","1.0"
"dbpedia_3615","musicbrainz_32773","1.0"
"dbpedia_9577","musicbrainz_3505","1.0"
"dbpedia_3347","musicbrainz_2048","1.0"
"dbpedia_4395","musicbrainz_19074","1.0"
"dbpedia_5818","musicbrainz_28438","1.0"
"dbpedia_5232","musicbrainz_21451","1.0"
"dbpedia_957","musicbrainz_20638","1.0"
"dbpedia_3730","musicbrainz_7646","1.0"
"dbpedia_708","musicbrainz_19558","1.0"
"dbpedia_2974","musicbrainz_9324","1.0"
"dbpedia_9634","musicbrainz_29601","1.0"
"dbpedia_5420","musicbrainz_6837","1.0"
"dbpedia_184","musicbrainz_31993","1.0"
"dbpedia_11466","musicbrainz_13345","1.0"
"dbpedia_1496","musicbrainz_9211","1.0"
"dbpedia_3532","musicbrainz_8792","1.0"
