"spotify_18927","musicbrainz_30093","1.0"
"spotify_13689","musicbrainz_30072","1.0"
"spotify_13745","musicbrainz_18746","1.0"
"spotify_685","musicbrainz_24287","1.0"
"spotify_19707","musicbrainz_33216","1.0"
"spotify_11748","musicbrainz_3866","1.0"
"spotify_10672","musicbrainz_2593","0.9071428571428571"
"spotify_14747","musicbrainz_25801","1.0"
"spotify_13829","musicbrainz_12207","1.0"
"spotify_11886","musicbrainz_18752","1.0"
"spotify_4621","musicbrainz_9719","0.875"
"spotify_9132","musicbrainz_6632","1.0"
"spotify_16631","musicbrainz_33632","0.8166666666666667"
"spotify_17028","musicbrainz_24561","1.0"
"spotify_9995","musicbrainz_4088","1.0"
"spotify_2646","musicbrainz_5753","1.0"
"spotify_10672","musicbrainz_2647","0.9071428571428571"
"spotify_10744","musicbrainz_28056","0.9321428571428572"
"spotify_13072","musicbrainz_31971","1.0"
"spotify_19063","musicbrainz_24458","0.9571428571428572"
"spotify_11657","musicbrainz_1937","1.0"
"spotify_4381","musicbrainz_32094","1.0"
"spotify_16600","musicbrainz_17670","0.895"
"spotify_1728","musicbrainz_33223","1.0"
"spotify_15870","musicbrainz_29054","1.0"
"spotify_9910","musicbrainz_15290","0.8458333333333333"
"spotify_1468","musicbrainz_28295","1.0"
"spotify_8769","musicbrainz_12885","0.975"
"spotify_2767","musicbrainz_19834","1.0"
"spotify_12091","musicbrainz_13482","1.0"
"spotify_13896","musicbrainz_33855","0.8663461538461539"
"spotify_17635","musicbrainz_2583","0.9269230769230768"
"spotify_6047","musicbrainz_8827","1.0"
"spotify_11827","musicbrainz_27357","0.9288461538461539"
"spotify_8881","musicbrainz_31061","1.0"
"spotify_9941","musicbrainz_9140","1.0"
"spotify_14774","musicbrainz_9948","0.9571428571428572"
"spotify_77","musicbrainz_3890","1.0"
"spotify_2348","musicbrainz_24533","1.0"
"spotify_1340","musicbrainz_28056","1.0"
"spotify_11658","musicbrainz_33558","0.9249999999999999"
"spotify_14948","musicbrainz_30150","0.9204545454545454"
"spotify_12858","musicbrainz_27378","0.9625"
"spotify_11906","musicbrainz_18184","1.0"
"spotify_16997","musicbrainz_6697","1.0"
"spotify_5967","musicbrainz_33852","0.9"
"spotify_18718","musicbrainz_14267","1.0"
"spotify_8688","musicbrainz_6405","1.0"
"spotify_8613","musicbrainz_19431","0.895"
"spotify_15686","musicbrainz_30069","1.0"
"spotify_4399","musicbrainz_12464","1.0"
"spotify_6696","musicbrainz_17416","1.0"
"spotify_17762","musicbrainz_29736","0.9016666666666666"
"spotify_9688","musicbrainz_26655","1.0"
"spotify_17736","musicbrainz_32638","0.975"
"spotify_10938","musicbrainz_26725","1.0"
"spotify_18045","musicbrainz_8021","1.0"
"spotify_8924","musicbrainz_3545","1.0"
"spotify_13577","musicbrainz_20657","0.915"
"spotify_19039","musicbrainz_15847","1.0"
"spotify_18632","musicbrainz_22455","1.0"
"spotify_14143","musicbrainz_33225","1.0"
"spotify_2240","musicbrainz_14557","1.0"
"spotify_1573","musicbrainz_3666","0.96"
"spotify_7872","musicbrainz_26241","0.975"
"spotify_7546","musicbrainz_6613","1.0"
"spotify_2559","musicbrainz_33647","1.0"
"spotify_16150","musicbrainz_9873","0.9125"
"spotify_7755","musicbrainz_30139","1.0"
"spotify_9827","musicbrainz_19195","1.0"
"spotify_10740","musicbrainz_14854","1.0"
"spotify_16905","musicbrainz_3092","1.0"
"spotify_6500","musicbrainz_33630","0.8041666666666667"
"spotify_15770","musicbrainz_2034","1.0"
"spotify_2430","musicbrainz_14262","1.0"
"spotify_7636","musicbrainz_9571","0.8404761904761905"
"spotify_11695","musicbrainz_20699","1.0"
"spotify_13881","musicbrainz_16783","1.0"
"spotify_13650","musicbrainz_33631","0.8171428571428572"
"spotify_1693","musicbrainz_30505","1.0"
"spotify_12759","musicbrainz_32369","1.0"
"spotify_614","musicbrainz_24463","0.9416666666666667"
"spotify_13970","musicbrainz_17974","0.7666666666666667"
"spotify_11797","musicbrainz_14850","1.0"
"spotify_15950","musicbrainz_4514","0.975"
"spotify_16937","musicbrainz_8537","0.9083333333333333"
"spotify_8985","musicbrainz_3678","0.9249999999999999"
"spotify_2661","musicbrainz_28640","1.0"
"spotify_9908","musicbrainz_16227","1.0"
"spotify_16977","musicbrainz_5506","0.8208333333333333"
"spotify_8752","musicbrainz_13067","0.95"
"spotify_12238","musicbrainz_33222","1.0"
"spotify_17810","musicbrainz_3565","1.0"
"spotify_12168","musicbrainz_12216","1.0"
"spotify_10762","musicbrainz_23986","1.0"
"spotify_14784","musicbrainz_29674","1.0"
"spotify_19745","musicbrainz_2018","1.0"
"spotify_11837","musicbrainz_33207","1.0"
"spotify_53","musicbrainz_7204","1.0"
"spotify_1327","musicbrainz_7894","1.0"
"spotify_12889","musicbrainz_7887","1.0"
"spotify_1552","musicbrainz_3665","1.0"
"spotify_84","musicbrainz_6882","0.97"
"spotify_16697","musicbrainz_26643","0.875"
"spotify_3667","musicbrainz_28289","1.0"
"spotify_14949","musicbrainz_4544","0.8875"
"spotify_17168","musicbrainz_12654","1.0"
"spotify_10960","musicbrainz_9242","1.0"
"spotify_8725","musicbrainz_32987","0.975"
"spotify_4679","musicbrainz_22054","1.0"
"spotify_62","musicbrainz_731","1.0"
"spotify_15600","musicbrainz_18872","0.9538461538461539"
"spotify_9884","musicbrainz_11587","1.0"
"spotify_8526","musicbrainz_21663","0.968421052631579"
"spotify_10711","musicbrainz_367","0.8466666666666667"
"spotify_8630","musicbrainz_20946","0.975"
"spotify_2210","musicbrainz_1923","0.9181818181818182"
"spotify_1536","musicbrainz_3684","1.0"
"spotify_16980","musicbrainz_18775","0.97"
"spotify_14987","musicbrainz_15694","0.975"
"spotify_3444","musicbrainz_16776","1.0"
"spotify_11906","musicbrainz_15285","1.0"
"spotify_190","musicbrainz_28061","0.9"
"spotify_9678","musicbrainz_2104","1.0"
"spotify_3455","musicbrainz_12871","1.0"
"spotify_15708","musicbrainz_32350","1.0"
"spotify_16979","musicbrainz_4539","0.975"
"spotify_10775","musicbrainz_6897","0.9571428571428572"
"spotify_17747","musicbrainz_16630","0.97"
"spotify_18750","musicbrainz_33670","1.0"
"spotify_16607","musicbrainz_359","1.0"
"spotify_5631","musicbrainz_6060","0.9073809523809524"
"spotify_12160","musicbrainz_9842","1.0"
"spotify_14737","musicbrainz_17749","0.9375"
"spotify_10710","musicbrainz_2598","0.95"
"spotify_2322","musicbrainz_31948","1.0"
"spotify_16817","musicbrainz_2594","0.95"
"spotify_2717","musicbrainz_26087","0.9299999999999999"
"spotify_7872","musicbrainz_26235","1.0"
"spotify_3691","musicbrainz_28144","1.0"
"spotify_4506","musicbrainz_23882","1.0"
"spotify_17728","musicbrainz_12866","0.9647058823529412"
"spotify_11006","musicbrainz_18761","1.0"
"spotify_7604","musicbrainz_29689","1.0"
"spotify_18109","musicbrainz_24457","1.0"
"spotify_1164","musicbrainz_9784","0.8541666666666667"
"spotify_5015","musicbrainz_8827","0.7375"
"spotify_17777","musicbrainz_33214","1.0"
"spotify_2573","musicbrainz_9244","1.0"
"spotify_1367","musicbrainz_6495","1.0"
"spotify_1499","musicbrainz_8366","1.0"
"spotify_4620","musicbrainz_12896","0.7842857142857144"
"spotify_10998","musicbrainz_14274","0.8450000000000001"
"spotify_11692","musicbrainz_28427","1.0"
"spotify_16676","musicbrainz_28585","0.925"
"spotify_15796","musicbrainz_30141","1.0"
"spotify_12713","musicbrainz_33625","0.8333333333333333"
"spotify_4514","musicbrainz_22864","0.975"
"spotify_5911","musicbrainz_12434","1.0"
"spotify_19779","musicbrainz_31962","1.0"
"spotify_142","musicbrainz_30122","1.0"
"spotify_10699","musicbrainz_1938","0.96"
"spotify_3352","musicbrainz_28434","1.0"
"spotify_8867","musicbrainz_17686","0.8791666666666667"
"spotify_274","musicbrainz_14264","0.7"
"spotify_19989","musicbrainz_9156","1.0"
"spotify_2499","musicbrainz_18183","0.9076923076923077"
"spotify_19722","musicbrainz_2468","1.0"
"spotify_2541","musicbrainz_25551","1.0"
"spotify_571","musicbrainz_9155","1.0"
"spotify_2256","musicbrainz_29251","0.96"
"spotify_7606","musicbrainz_7901","1.0"
"spotify_13637","musicbrainz_23254","1.0"
"spotify_592","musicbrainz_33843","1.0"
"spotify_8172","musicbrainz_11036","1.0"
"spotify_7903","musicbrainz_508","0.9"
"spotify_15016","musicbrainz_21330","1.0"
"spotify_2293","musicbrainz_20911","1.0"
"spotify_11979","musicbrainz_5461","1.0"
"spotify_142","musicbrainz_30133","0.735"
"spotify_13689","musicbrainz_9853","0.955"
